,0
2019-09-04,11750436.578989027
2019-09-05,11737642.941979075
2019-09-06,11786442.13123235
2019-09-09,11785035.995809576
2019-09-10,11868714.052861815
2019-09-11,11931098.57733349
2019-09-12,11978352.536315527
2019-09-13,11968209.465349386
2019-09-16,11975038.256316166
2019-09-17,11956896.515352668
2019-09-18,11917314.821352137
2019-09-19,11900482.210322304
2019-09-20,11915459.29225036
2019-09-23,11895342.330492958
2019-09-24,11923102.732963659
2019-09-25,11941917.139361579
2019-09-26,11981324.971297171
2019-09-27,11992223.634530062
2019-09-30,12042241.004165284
2019-10-01,12051974.555762365
2019-10-02,12011663.737562282
2019-10-03,12033131.78437539
2019-10-04,12026915.6181757
2019-10-07,11974183.205291677
2019-10-08,12024517.442617523
2019-10-09,11987062.709207427
2019-10-10,11992163.164108386
2019-10-11,11972268.326136045
2019-10-14,12033125.091915097
2019-10-15,12028028.541731857
2019-10-16,12033080.049176894
2019-10-17,12063844.22194974
2019-10-18,12077523.16271782
2019-10-21,12060888.520480832
2019-10-22,12085763.772341855
2019-10-23,12093852.948455138
2019-10-24,12081797.563608496
2019-10-25,12003559.772739535
2019-10-28,11954887.205625594
2019-10-29,11956192.484903054
2019-10-30,12024054.96123337
2019-10-31,12045303.70476121
2019-11-01,12032427.919874713
2019-11-04,11964568.296384761
2019-11-05,11988299.227241209
2019-11-06,11982108.468946518
2019-11-07,11991370.703406367
2019-11-08,11938088.73166674
2019-11-11,11901851.60916112
2019-11-12,11926727.304922502
2019-11-13,11924427.751847144
2019-11-14,11909823.457629787
2019-11-15,11908462.203803763
2019-11-18,11879973.427064382
2019-11-19,11931342.62585677
2019-11-20,11960554.933056735
2019-11-21,11939119.447729994
2019-11-22,12004728.44999854
2019-11-25,11974661.817090178
2019-11-26,12001292.956244668
2019-11-27,11962271.866017023
2019-11-29,11948053.219933674
2019-12-02,11964543.487838028
2019-12-03,11985617.232804298
2019-12-04,11994862.458755273
2019-12-05,12000667.4124383
2019-12-06,11974462.205944104
2019-12-09,11997592.743057923
2019-12-10,12018992.386100221
2019-12-11,12023644.504905133
2019-12-12,12038087.605512552
2019-12-13,12078314.904726557
2019-12-16,12060538.021056496
2019-12-17,12065283.454520103
2019-12-18,12059831.27579485
2019-12-19,12037264.483890304
2019-12-20,11990788.512418352
2019-12-23,12019961.318661066
2019-12-24,12042384.29832275
2019-12-26,12042604.593241477
2019-12-27,12016593.707553554
2019-12-30,12016166.965385674
2019-12-31,12003822.212548567
2020-01-02,12011824.231972024
2020-01-03,12024210.36200861
2020-01-06,12034767.846179828
2020-01-07,12061306.100408532
2020-01-08,12103939.601723874
2020-01-09,12074681.040186843
2020-01-10,12078245.830103792
2020-01-13,12091500.282145904
2020-01-14,12095924.093212852
2020-01-15,12108253.95188661
2020-01-16,12080626.164413802
2020-01-17,12068891.515094046
2020-01-21,12122707.039436964
2020-01-22,12149459.071147239
2020-01-23,12175621.209879264
2020-01-24,12126399.575706592
2020-01-27,12209338.429318676
2020-01-28,12155848.556041852
2020-01-29,12162725.55646231
2020-01-30,12078396.086988501
2020-01-31,12137433.737798939
2020-02-03,12184122.991377812
2020-02-04,12132215.103274552
2020-02-05,11985257.812005425
2020-02-06,12034300.106096296
2020-02-07,12008893.676578533
2020-02-10,12030096.9244969
2020-02-11,11989822.674847443
2020-02-12,11974139.336440265
2020-02-13,12041619.371281927
2020-02-14,11950371.465614082
2020-02-18,12065604.37194291
2020-02-19,12041635.450156447
2020-02-20,12063764.420384875
2020-02-21,12073371.982670015
2020-02-24,12212266.576907288
2020-02-25,12207697.841657965
2020-02-26,12235917.186163507
2020-02-27,12342551.091864776
2020-02-28,12466258.456795568
2020-03-02,12424722.980925173
2020-03-03,12387455.645630758
2020-03-04,12386185.912167937
2020-03-05,12400209.506913317
2020-03-06,12427995.44942713
2020-03-09,12511429.201175606
2020-03-10,12479111.786263399
2020-03-11,12608044.886932822
2020-03-12,12763476.737234924
2020-03-13,12803074.531617334
2020-03-16,12998641.555920294
2020-03-17,12924812.85502596
2020-03-18,12752973.712705972
2020-03-19,12749094.667348925
2020-03-20,13149215.555892615
2020-03-23,13276234.68542354
2020-03-24,13599605.580038557
2020-03-25,13948341.730685964
2020-03-26,14050645.970150238
2020-03-27,14073755.999897048
2020-03-30,14128775.953827584
2020-03-31,13935240.819484271
2020-04-01,13803784.301169887
2020-04-02,13691668.005770281
2020-04-03,13668406.257843152
2020-04-06,13808217.591101065
2020-04-07,14095763.393299807
2020-04-08,14214268.625684448
2020-04-09,14529883.303523388
2020-04-13,14537892.5828803
2020-04-14,14455829.862053512
2020-04-15,14342882.866487848
2020-04-16,14387327.298949063
2020-04-17,14462808.320657074
2020-04-20,14340957.298993967
2020-04-21,14185315.590736214
2020-04-22,14166385.079891117
2020-04-23,14138996.72698407
2020-04-24,14303157.516655788
2020-04-27,14307293.37632541
2020-04-28,14546134.60872069
2020-04-29,14781765.691252643
2020-04-30,14791860.46452967
2020-05-01,14647080.405423176
2020-05-04,14525579.904833106
2020-05-05,14635140.761708494
2020-05-06,14569754.555225212
2020-05-07,14466771.166787935
2020-05-08,14516655.309892956
2020-05-11,14518659.645771397
2020-05-12,14541282.547157355
2020-05-13,14389630.598844523
2020-05-14,14269864.869794559
2020-05-15,14306810.875670156
2020-05-18,14450769.32875356
2020-05-19,14528412.129466219
2020-05-20,14383682.355772747
2020-05-21,14330465.304666204
2020-05-22,14481721.368894009
2020-05-26,14560006.668847196
2020-05-27,14773449.845834821
2020-05-28,14830137.556106405
2020-05-29,14578587.642132096
2020-06-01,14700375.164830219
2020-06-02,14823798.889171327
2020-06-03,14913164.325771164
2020-06-04,14914820.13965899
2020-06-05,15454109.235389983
2020-06-08,15670474.343422122
2020-06-09,15651453.702705618
2020-06-10,15439228.85943892
2020-06-11,14855149.068083854
2020-06-12,15123086.18541864
2020-06-15,15015852.4982229
2020-06-16,15354554.517911946
2020-06-17,15111943.874816762
2020-06-18,14948183.491356654
2020-06-19,15016349.168891799
2020-06-22,14898912.021716382
2020-06-23,14801461.174211735
2020-06-24,14736076.657574788
2020-06-25,14497671.6908729
2020-06-26,14561440.110100407
2020-06-29,14508373.85604648
2020-06-30,14610744.19091776
2020-07-01,14645954.67202522
2020-07-02,14582608.90672275
2020-07-06,14535438.624031426
2020-07-07,14461513.11921838
2020-07-08,14408388.121237157
2020-07-09,14457268.323008964
2020-07-10,14317998.235042628
2020-07-13,14567061.825451253
2020-07-14,14465424.478768986
2020-07-15,14621025.350147488
2020-07-16,14695788.24958984
2020-07-17,14659726.031807529
2020-07-20,14574880.7262604
2020-07-21,14481409.701950165
2020-07-22,14397519.590522675
2020-07-23,14430379.942334054
2020-07-24,14396531.301141331
2020-07-27,14310091.24515532
2020-07-28,14254956.268758954
2020-07-29,14386829.821655897
2020-07-30,14343291.183284841
2020-07-31,14319505.017948564
2020-08-03,14341117.446508827
2020-08-04,14499661.978533054
2020-08-05,14563084.246434882
2020-08-06,14620322.82020383
2020-08-07,14535790.5549991
2020-08-10,14683362.878332615
2020-08-11,14966413.767729443
2020-08-12,14899699.820856933
2020-08-13,14735802.42664985
2020-08-14,14754308.72889211
2020-08-17,14820400.752293384
2020-08-18,14798763.845852489
2020-08-19,14747163.480519421
2020-08-20,14719235.763745733
2020-08-21,14688014.13553496
2020-08-24,14702294.10113093
2020-08-25,14865200.202214899
2020-08-26,14824587.764539097
2020-08-27,14812061.957511894
2020-08-28,14891656.44712883
2020-08-31,14924547.490033887
2020-09-01,14833970.469671652
2020-09-02,14842792.04769709
2020-09-03,14958622.919426547
2020-09-04,14972196.762539001
2020-09-08,14964493.34743944
2020-09-09,14927315.661243275
2020-09-10,14886402.886792203
2020-09-11,14832174.407134717
2020-09-14,14923173.078271
2020-09-15,14955905.148861634
2020-09-16,14991684.056099935
2020-09-17,15044055.612056766
2020-09-18,14997057.714446986
2020-09-21,14950274.025895823
2020-09-22,14875108.392780818
2020-09-23,14824164.096564412
2020-09-24,14771624.610940328
2020-09-25,14788109.557584418
2020-09-28,14821987.72571919
2020-09-29,14850225.51668428
2020-09-30,14816629.510612896
2020-10-01,14809207.12177505
2020-10-02,14844909.192214007
2020-10-05,14935554.883463915
2020-10-06,15025925.394666068
2020-10-07,15049001.86695374
2020-10-08,15100255.787551165
2020-10-09,15184473.997518552
2020-10-12,15138819.326016434
2020-10-13,15117639.93442508
2020-10-14,15088581.113225468
2020-10-15,15088693.92856148
2020-10-16,15133718.90166182
2020-10-19,15143090.468033
2020-10-20,15157621.649189215
2020-10-21,15085540.286719026
2020-10-22,15059189.957301307
2020-10-23,15151879.121543974
2020-10-26,15139434.661782742
2020-10-27,15141533.496641029
2020-10-28,15122011.731905716
2020-10-29,15188659.075504825
2020-10-30,15201235.40022453
2020-11-02,15231828.671398535
2020-11-03,15155413.85720195
2020-11-04,15240935.607758867
2020-11-05,15096430.325113323
2020-11-06,15083063.730704535
2020-11-09,15070384.159497121
2020-11-10,15216930.543567263
2020-11-11,15268550.952606391
2020-11-12,15283296.375307016
2020-11-13,15326589.68283696
2020-11-16,15496647.37415812
2020-11-17,15448142.908112645
2020-11-18,15414222.53862538
2020-11-19,15450122.499013638
2020-11-20,15431469.428862609
2020-11-23,15347971.982109122
2020-11-24,15370144.612021798
2020-11-25,15625252.535955796
2020-11-27,15675130.988671007
2020-11-30,15641555.23396715
2020-12-01,15706603.46411281
2020-12-02,15737033.22511341
2020-12-03,15793974.197011195
2020-12-04,15866153.796395544
2020-12-07,15876335.489309434
2020-12-08,15866996.621530518
2020-12-09,15850076.092854539
2020-12-10,15882398.297678748
2020-12-11,15909898.506320938
2020-12-14,15877888.873443302
2020-12-15,15887071.232268132
2020-12-16,15784792.040483572
2020-12-17,15779847.471144315
